Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Year,Total.On.Board,Fatal.Injury.Likelihood,Serious.Injury.Likelihood,Severe.Injury.Risk,Aircraft.Destroyed,Aircraft.ID
20001214X41974,Accident,DEN83FTI03,1983-01-15,"GALEN, MT",United States,,,,,Non-Fatal,substantial,N4610Y,piper,pa-18-150,No,1.0,reciprocating,personal,0.0,1.0,0.0,0.0,vmc,maneuvering,Probable Cause,,1983,1.0,0.0,1.0,1.0,0,piper_pa-18-150
20001214X41956,Accident,CHI83LA082,1983-01-15,"BRAINERD, MN",United States,,,,,Non-Fatal,substantial,N2062U,maule,m4-180c,No,1.0,reciprocating,unknown,0.0,0.0,0.0,2.0,vmc,descent,Probable Cause,,1983,2.0,0.0,0.0,0.0,0,maule_m4-180c
20001214X42024,Incident,LAX83IA073,1983-01-16,"LOS ANGELES, CA",United States,,,LAX,LOS ANGELES,Incident,minor,N9664,boeing,747-123,No,4.0,turbo fan,personal,0.0,0.0,0.0,412.0,vmc,taxi,Probable Cause,,1983,412.0,0.0,0.0,0.0,0,boeing_747-123
20001214X42076,Accident,NYC83FHA03,1983-01-16,"NEW HOPE, PA",United States,,,N54,BUEHL FIELD,Non-Fatal,substantial,N8604C,piper,pa-22-135,No,1.0,reciprocating,personal,0.0,1.0,0.0,0.0,vmc,maneuvering,Probable Cause,,1983,1.0,0.0,1.0,1.0,0,piper_pa-22-135
20001214X42001,Accident,FTW83LA089,1983-01-16,"LOREAUVILLE, LA",United States,,,,WIND MILL,Non-Fatal,substantial,N1071F,cessna,a185f,No,1.0,reciprocating,personal,0.0,1.0,0.0,2.0,vmc,takeoff,Probable Cause,,1983,3.0,0.0,0.3333333333333333,0.3333333333333333,0,cessna_a185f
20001214X41985,Accident,FTW83FA088,1983-01-16,"CARROLLTON, TX",United States,,,ADS,ADDISON,Non-Fatal,substantial,N737VQ,cessna,172n,No,1.0,reciprocating,personal,0.0,1.0,0.0,2.0,vmc,approach,Probable Cause,,1983,3.0,0.0,0.3333333333333333,0.3333333333333333,0,cessna_172n
20001214X41958,Accident,CHI83LA084,1983-01-16,"WHEATON, IL",United States,,,,,Non-Fatal,substantial,N3318F,cessna,182,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,cruise,Probable Cause,,1983,2.0,0.0,0.0,0.0,0,cessna_182
20001214X41957,Accident,CHI83LA083,1983-01-16,"CAMPBELL, MN",United States,,,,,Non-Fatal,substantial,N9218U,cessna,150,No,1.0,reciprocating,personal,0.0,0.0,0.0,3.0,vmc,cruise,Probable Cause,,1983,3.0,0.0,0.0,0.0,0,cessna_150
20001214X41906,Accident,ANC83FA033,1983-01-16,"ANCHORAGE, AK",United States,,,MR1,MERRILL,Non-Fatal,substantial,N8974R,champion,7hc,No,1.0,reciprocating,personal,0.0,0.0,2.0,0.0,vmc,takeoff,Probable Cause,,1983,2.0,0.0,0.0,0.0,0,champion_7hc
20001214X42004,Accident,FTW83LA093,1983-01-16,"BAY CITY, TX",United States,,,,,Non-Fatal,substantial,TGSAB,douglas,dc-3,No,2.0,reciprocating,unknown,0.0,0.0,2.0,0.0,vmc,maneuvering,Probable Cause,,1983,2.0,0.0,0.0,0.0,0,douglas_dc-3
20001214X42097,Accident,SEA83LA043,1983-01-17,"POCATELLO, ID",United States,,,PIH,POCATELLO MUNI.,Non-Fatal,substantial,N28163,bellanca,17-30a,No,1.0,reciprocating,business,0.0,0.0,0.0,1.0,imc,go-around,Probable Cause,,1983,1.0,0.0,0.0,0.0,0,bellanca_17-30a
20001214X41930,Accident,ATL83LA088,1983-01-17,"PORTSMOUTH, VA",United States,,,PVG,HAMPTON ROADS,Non-Fatal,substantial,N150RF,cessna,150,No,1.0,reciprocating,instructional,0.0,0.0,1.0,0.0,vmc,landing,Probable Cause,,1983,1.0,0.0,0.0,0.0,0,cessna_150
20001214X42031,Accident,LAX83LA074,1983-01-17,"DIXON, CA",United States,,,SUU,TRAVIS AFB,Non-Fatal,substantial,N6239B,aero commander,500,No,2.0,reciprocating,unknown,0.0,0.0,0.0,2.0,imc,cruise,Probable Cause,,1983,2.0,0.0,0.0,0.0,0,aero commander_500
20001214X41959,Accident,CHI83LA085,1983-01-17,"CINCINNATI, OH",United States,,,,,Non-Fatal,substantial,N59426,bell,206b,No,1.0,turbo shaft,unknown,0.0,0.0,0.0,3.0,vmc,cruise,Probable Cause,,1983,3.0,0.0,0.0,0.0,0,bell_206b
20001214X41917,Accident,ANC83LA046,1983-01-17,"NONDALTON, AK",United States,,,5NN,NONDALTON,Non-Fatal,substantial,N8429N,piper,pa-32-301,No,1.0,reciprocating,unknown,0.0,0.0,0.0,6.0,vmc,landing,Probable Cause,,1983,6.0,0.0,0.0,0.0,0,piper_pa-32-301
20001214X42019,Accident,LAX83FUG13,1983-01-18,"PALM SPRINGS, CA",United States,,,PSP,PALM SPRINGS,Fatal(3),destroyed,N5208S,piper,pa-32-300,No,1.0,reciprocating,personal,3.0,1.0,0.0,0.0,vmc,takeoff,Probable Cause,,1983,4.0,0.75,0.25,1.0,1,piper_pa-32-300
20001214X41911,Incident,ANC83IA036,1983-01-18,"QUZINKIE, AK",United States,,,,QUZINKIE,Incident,minor,N8385G,piper,pa32-301,No,1.0,reciprocating,unknown,0.0,0.0,0.0,3.0,vmc,landing,Probable Cause,,1983,3.0,0.0,0.0,0.0,0,piper_pa32-301
20001214X42032,Accident,LAX83LA075,1983-01-18,"FIVE POINTS, CA",United States,,,,THREE ROCKS,Non-Fatal,substantial,N5636J,cessna,188,No,1.0,reciprocating,aerial application,0.0,0.0,0.0,1.0,vmc,takeoff,Probable Cause,,1983,1.0,0.0,0.0,0.0,0,cessna_188
20001214X41978,Accident,DEN83LA050,1983-01-18,"BILLINGS, MT",United States,,,BIL,BILLINGS,Non-Fatal,substantial,N64000,cessna,180k,No,1.0,reciprocating,business,0.0,0.0,0.0,2.0,vmc,landing,Probable Cause,,1983,2.0,0.0,0.0,0.0,0,cessna_180k
20001214X41931,Accident,ATL83LA089,1983-01-18,"COLUMBIA, SC",United States,,,CUB,OWENS,Non-Fatal,substantial,N70872,cessna,182m,No,1.0,reciprocating,business,0.0,0.0,0.0,1.0,vmc,approach,Probable Cause,,1983,1.0,0.0,0.0,0.0,0,cessna_182m
20001214X42013,Accident,LAX83FA076,1983-01-19,"SAN FRANCISCO, CA",United States,,,,,Fatal(1),minor,N64002,beech,c-99,No,2.0,turbo prop,unknown,1.0,0.0,0.0,10.0,vmc,standing,Probable Cause,,1983,11.0,0.09090909090909091,0.0,0.09090909090909091,0,beech_c-99
20001214X41941,Accident,CHI83FA086,1983-01-19,"MONROE, WI",United States,,,,,Non-Fatal,destroyed,N5818F,piper,pa-32-300,No,1.0,reciprocating,unknown,0.0,0.0,1.0,0.0,vmc,cruise,Probable Cause,,1983,1.0,0.0,0.0,0.0,1,piper_pa-32-300
20001214X42054,Accident,MIA83LA061,1983-01-19,"NEAR TELOGIA, FL",United States,,,,,Non-Fatal,substantial,N8780X,cessna,182d,No,1.0,reciprocating,instructional,0.0,0.0,0.0,1.0,vmc,landing,Probable Cause,,1983,1.0,0.0,0.0,0.0,0,cessna_182d
20001214X41980,Accident,DEN83LA052,1983-01-19,"MT.PLEASANT, UT",United States,,,43U,MT. PLEASANT,Non-Fatal,substantial,N9672P,piper,pa-18-150,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,landing,Probable Cause,,1983,2.0,0.0,0.0,0.0,0,piper_pa-18-150
20001214X41979,Accident,DEN83LA051,1983-01-19,"HARMONY, WY",United States,,,,,Non-Fatal,substantial,N736YA,cessna,172xp,No,1.0,reciprocating,business,0.0,0.0,0.0,1.0,vmc,go-around,Probable Cause,,1983,1.0,0.0,0.0,0.0,0,cessna_172xp
20001214X41960,Accident,CHI83LA087,1983-01-19,"CAHOKIA, IL",United States,,,CPS,BI-STATE PARKS,Non-Fatal,substantial,N704LQ,cessna,150m,No,1.0,reciprocating,instructional,0.0,0.0,0.0,2.0,vmc,takeoff,Probable Cause,,1983,2.0,0.0,0.0,0.0,0,cessna_150m
20001214X41914,Accident,ANC83LA035,1983-01-19,"ANCHORAGE, AK",United States,,,MRI,MERRILL FIELD,Non-Fatal,substantial,N2822B,bell,47g-2,No,1.0,reciprocating,instructional,0.0,0.0,1.0,0.0,vmc,landing,Probable Cause,,1983,1.0,0.0,0.0,0.0,0,bell_47g-2
20001214X41926,Accident,ATL83FLJ01,1983-01-20,"ROBERSONVILLE, NC",United States,,,MCZ,MARTIN COUNTY,Fatal(3),destroyed,N98302,piper,pa-28-140,No,1.0,reciprocating,business,3.0,0.0,0.0,0.0,vmc,cruise,Probable Cause,,1983,3.0,1.0,0.0,1.0,1,piper_pa-28-140
20001214X41909,Accident,ANC83FAG03,1983-01-20,"NYAC, AK",United States,,,NONE,NYAC,Fatal(3),destroyed,N61764,cessna,a185f,No,1.0,reciprocating,business,3.0,0.0,0.0,0.0,imc,approach,Probable Cause,,1983,3.0,1.0,0.0,1.0,1,cessna_a185f
20001214X42006,Accident,FTW83LA096,1983-01-20,"LUBBOCK, TX",United States,,,LBB,LUBBOCK INT'L.,Non-Fatal,substantial,N555CH,mitsubishi,mu-2b-30,No,2.0,turbo prop,business,0.0,0.0,0.0,2.0,imc,landing,Probable Cause,,1983,2.0,0.0,0.0,0.0,0,mitsubishi_mu-2b-30
20001214X41961,Accident,CHI83LA088,1983-01-20,"ST. JACOB, IL",United States,,,3K6,ST. JACOB,Non-Fatal,substantial,N5712V,beech,95-c55,No,2.0,reciprocating,business,0.0,0.0,0.0,2.0,imc,landing,Probable Cause,,1983,2.0,0.0,0.0,0.0,0,beech_95-c55
20001214X42091,Accident,SEA83FA044,1983-01-21,"BURNS, OR",United States,,,BNO,BURNS MUNICIPAL,Fatal(1),destroyed,N5162W,cessna,p210n,No,1.0,reciprocating,unknown,1.0,0.0,0.0,0.0,vmc,unknown,Probable Cause,,1983,1.0,1.0,0.0,1.0,1,cessna_p210n
20001214X42034,Accident,LAX83LA078,1983-01-21,"YUCCA VALLEY, CA",United States,,,L22,YUCCA VALLEY,Non-Fatal,destroyed,N9923K,stinson,108-2,No,1.0,reciprocating,personal,0.0,0.0,2.0,0.0,vmc,takeoff,Probable Cause,,1983,2.0,0.0,0.0,0.0,1,stinson_108-2
20001214X41987,Accident,FTW83FA097,1983-01-21,"GOLIAD, TX",United States,,,,,Fatal(2),destroyed,N3899U,bell,206l-3,No,1.0,turbo shaft,business,2.0,0.0,0.0,0.0,imc,cruise,Probable Cause,,1983,2.0,1.0,0.0,1.0,1,bell_206l-3
20001214X42083,Accident,NYC83LA055,1983-01-21,"MERIDEN, CT",United States,,,MMK,MERIDEN/MARKHAM,Non-Fatal,substantial,N67897,cessna,152,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,landing,Probable Cause,,1983,1.0,0.0,0.0,0.0,0,cessna_152
20001214X42047,Accident,MIA83FA063,1983-01-21,"NAPLES, FL",United States,,,APF,NAPLES MUNICIPAL,Non-Fatal,substantial,N342T,beech,e18-s,No,2.0,turbo prop,business,0.0,0.0,0.0,2.0,vmc,landing,Probable Cause,,1983,2.0,0.0,0.0,0.0,0,beech_e18-s
20001214X42046,Accident,MIA83FA062,1983-01-21,"LEESBURG, FL",United States,,,LEE,LEESBURG MUNICIPAL,Non-Fatal,substantial,N69K,beech,c45h,No,2.0,reciprocating,personal,0.0,1.0,1.0,0.0,vmc,approach,Probable Cause,,1983,2.0,0.0,0.5,0.5,0,beech_c45h
20001214X42036,Accident,LAX83LA081,1983-01-22,"WATSONVILLE, CA",United States,,,WVI,WATSONVILLE,Non-Fatal,substantial,N1887L,beech,be-60,No,2.0,reciprocating,personal,0.0,0.0,0.0,2.0,imc,landing,Probable Cause,,1983,2.0,0.0,0.0,0.0,0,beech_be-60
20001214X42020,Accident,LAX83FUG14,1983-01-22,"NORTH SHORE, CA",United States,,,,DESERT AIR SKY RANCH,Non-Fatal,substantial,N65808,schweizer,2-33a,No,,unknown,instructional,0.0,1.0,0.0,0.0,vmc,takeoff,Probable Cause,,1983,1.0,0.0,1.0,1.0,0,schweizer_2-33a
20001214X42042,Accident,LAX83LUQ01,1983-01-23,"CASTAIC, CA",United States,,,BUR,BURBANK,Fatal(2),destroyed,N25061,cessna,152,No,1.0,reciprocating,personal,2.0,0.0,0.0,0.0,unk,cruise,Probable Cause,,1983,2.0,1.0,0.0,1.0,1,cessna_152
20001214X42025,Incident,LAX83IA080,1983-01-23,"SAN DIEGO, CA",United States,,,SAN,LINDBERG,Incident,minor,N602TW,boeing,767-231,No,2.0,turbo fan,unknown,0.0,0.0,0.0,159.0,vmc,descent,Probable Cause,,1983,159.0,0.0,0.0,0.0,0,boeing_767-231
20001214X41943,Accident,CHI83FA090,1983-01-23,"SIREN, WI",United States,,,Y52,BURNETT CO.,Fatal(2),destroyed,N3925P,piper,pa-22-20,No,1.0,reciprocating,personal,2.0,0.0,0.0,0.0,imc,cruise,Probable Cause,,1983,2.0,1.0,0.0,1.0,1,piper_pa-22-20
20001214X41942,Accident,CHI83FA089,1983-01-23,"ROCKFORD, IL",United States,,,RFD,ROCKFORD,Non-Fatal,destroyed,N61558,cessna,172,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,imc,cruise,Probable Cause,,1983,1.0,0.0,0.0,0.0,1,cessna_172
20001214X42068,Accident,MKC83LA057,1983-01-23,"ORD, NE",United States,,,0V4,EVELYN SHARP,Non-Fatal,substantial,N4640B,cessna,152,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,landing,Probable Cause,,1983,1.0,0.0,0.0,0.0,0,cessna_152
20001214X42035,Accident,LAX83LA079,1983-01-23,"MT. BALDY, CA",United States,,,,,Non-Fatal,substantial,N2180N,cessna,140,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,maneuvering,Probable Cause,,1983,1.0,0.0,0.0,0.0,0,cessna_140
20001214X42077,Incident,NYC83IA056,1983-01-24,"PHILADELPHIA, PA",United States,,,PHL,PHILA. INT'L.,Incident,minor,N9759Q,"smith, ted aerostar",600 aerostar,No,2.0,reciprocating,unknown,0.0,0.0,0.0,1.0,vmc,landing,Probable Cause,,1983,1.0,0.0,0.0,0.0,0,"smith, ted aerostar_600 aerostar"
20001214X41907,Accident,ANC83FA037,1983-01-24,"KASILOF, AK",United States,,,,LAWLERS,Non-Fatal,substantial,N4417X,piper,pa-32-300,No,1.0,reciprocating,personal,0.0,0.0,1.0,2.0,vmc,takeoff,Probable Cause,,1983,3.0,0.0,0.0,0.0,0,piper_pa-32-300
20001214X42094,Accident,SEA83FYM04,1983-01-24,"DUFUR, OR",United States,,,DLS,THE DALLES,Non-Fatal,substantial,N97429,mooney,m20k,No,1.0,reciprocating,unknown,0.0,0.0,0.0,1.0,vmc,cruise,Probable Cause,,1983,1.0,0.0,0.0,0.0,0,mooney_m20k
20001214X42069,Accident,MKC83LA058,1983-01-25,"CAPE GIRARDEAU, MO",United States,,,GCI,CAPE GIRARDEAU,Non-Fatal,destroyed,N7815R,beech,d55,No,2.0,reciprocating,business,0.0,0.0,0.0,1.0,vmc,approach,Probable Cause,,1983,1.0,0.0,0.0,0.0,1,beech_d55
20001214X42048,Accident,MIA83FA064,1983-01-26,"MIAMI LAKES, FL",United States,,,OPF,OPA LOCKA,Non-Fatal,destroyed,N9003Y,piper,pa-31,No,2.0,reciprocating,unknown,0.0,0.0,0.0,2.0,vmc,cruise,Probable Cause,,1983,2.0,0.0,0.0,0.0,1,piper_pa-31
20001214X41945,Incident,CHI83IA091,1983-01-26,"CLEVELAND, OH",United States,,,BKL,BURKE LAKEFRONT,Incident,minor,N300LB,gates learjet,24,No,2.0,turbo jet,unknown,0.0,0.0,0.0,3.0,vmc,landing,Probable Cause,,1983,3.0,0.0,0.0,0.0,0,gates learjet_24
20001214X42007,Accident,FTW83LA098,1983-01-26,"CARLSBAD, NM",United States,,,,,Non-Fatal,substantial,N75707,cessna,172n,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,takeoff,Probable Cause,,1983,2.0,0.0,0.0,0.0,0,cessna_172n
20001214X42014,Accident,LAX83FA082,1983-01-26,"LOMPOC, CA",United States,,,LPC,LOMPOC,Non-Fatal,substantial,N11JR,cessna,401,No,2.0,reciprocating,unknown,0.0,0.0,0.0,5.0,vmc,landing,Probable Cause,,1983,5.0,0.0,0.0,0.0,0,cessna_401
20001214X42016,Accident,LAX83FA438,1983-01-27,"REDLANDS, CA",United States,,,,,Fatal(2),destroyed,N8139D,piper,pa-32r-301,No,1.0,reciprocating,personal,2.0,0.0,0.0,0.0,unk,cruise,Probable Cause,,1983,2.0,1.0,0.0,1.0,1,piper_pa-32r-301
20001214X42015,Accident,LAX83FA083,1983-01-27,"SCOTTSDALE, AZ",United States,,,,,Fatal(6),destroyed,N440MA,mitsubishi,mu-2b-60,No,2.0,turbo prop,personal,6.0,1.0,0.0,0.0,vmc,descent,Probable Cause,,1983,7.0,0.8571428571428571,0.14285714285714285,1.0,1,mitsubishi_mu-2b-60
20001214X41988,Accident,FTW83FA100,1983-01-27,"ZAPATA, TX",United States,,,,,Non-Fatal,destroyed,N9021J,robinson,r22,No,1.0,reciprocating,business,0.0,0.0,0.0,2.0,vmc,standing,Probable Cause,,1983,2.0,0.0,0.0,0.0,1,robinson_r22
20001214X41972,Accident,DEN83FA053,1983-01-27,"MINERSVILLE, UT",United States,,,,,Fatal(4),destroyed,CGRFV,cessna,t210n,No,1.0,reciprocating,personal,4.0,0.0,0.0,0.0,imc,cruise,Probable Cause,,1983,4.0,1.0,0.0,1.0,1,cessna_t210n
20001214X41981,Accident,DEN83LA054,1983-01-27,"JAMESTOWN, ND",United States,,,,,Non-Fatal,substantial,N1597U,cessna,207,No,1.0,reciprocating,unknown,0.0,0.0,1.0,0.0,vmc,cruise,Probable Cause,,1983,1.0,0.0,0.0,0.0,0,cessna_207
20001214X42008,Accident,FTW83LA099,1983-01-27,GRAND ISLE B43Q,,,,,GRAND ISLE 43Q,Non-Fatal,substantial,N5012T,bell,206l-1,No,1.0,turbo shaft,unknown,0.0,0.0,2.0,2.0,vmc,takeoff,Probable Cause,,1983,4.0,0.0,0.0,0.0,0,bell_206l-1
20001214X42098,Accident,SEA83LA046,1983-01-28,"YAKIMA, WA",United States,,,,,Non-Fatal,destroyed,N22824,cessna,150h,No,1.0,reciprocating,personal,0.0,0.0,1.0,1.0,vmc,cruise,Probable Cause,,1983,2.0,0.0,0.0,0.0,1,cessna_150h
20001214X42074,Accident,NYC83FA054,1983-01-28,"ATLANTIC CITY, NJ",United States,,,ACY,ATLANTIC CITY,Fatal(4),destroyed,N310TA,cessna,310r,No,2.0,reciprocating,personal,4.0,0.0,0.0,0.0,imc,go-around,Probable Cause,,1983,4.0,1.0,0.0,1.0,1,cessna_310r
20001214X42084,Accident,NYC83LA057,1983-01-28,"DANBURY, CT",United States,,,DXR,DANBURY,Non-Fatal,substantial,N6279P,cessna,152,No,1.0,reciprocating,instructional,0.0,0.0,0.0,1.0,vmc,takeoff,Probable Cause,,1983,1.0,0.0,0.0,0.0,0,cessna_152
20001214X42037,Accident,LAX83LA084,1983-01-28,"OCOTILLO WELLS, CA",United States,,,,,Non-Fatal,substantial,N210DK,cessna,210l,No,1.0,reciprocating,personal,0.0,2.0,1.0,0.0,vmc,cruise,Probable Cause,,1983,3.0,0.0,0.6666666666666666,0.6666666666666666,0,cessna_210l
20001214X41963,Accident,CHI83LA094,1983-01-28,"LISBON, OH",United States,,,,LESLIE,Non-Fatal,substantial,N17DA,piper,pa-22-135,No,1.0,reciprocating,personal,0.0,2.0,0.0,0.0,vmc,takeoff,Probable Cause,,1983,2.0,0.0,1.0,1.0,0,piper_pa-22-135
20001214X41936,Accident,ATL84LA056,1983-01-28,"KNOXVILLE, TN",United States,,,TYS,MCGHEE TYSON,Non-Fatal,substantial,N6257F,cessna,172n,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,takeoff,Probable Cause,,1983,1.0,0.0,0.0,0.0,0,cessna_172n
20001214X41962,Accident,CHI83LA093,1983-01-28,"PLYMOUTH, IN",United States,,,C65,PLYMOUTH,Non-Fatal,substantial,N113B,beech,d18s,No,2.0,reciprocating,unknown,0.0,0.0,0.0,2.0,vmc,landing,Probable Cause,,1983,2.0,0.0,0.0,0.0,0,beech_d18s
20001214X42038,Accident,LAX83LA085,1983-01-29,"TUCSON, AZ",United States,,,DMA,DAVIS-MONTHAN,Non-Fatal,destroyed,N48406,cessna,152,No,1.0,reciprocating,instructional,0.0,0.0,1.0,0.0,vmc,approach,Probable Cause,,1983,1.0,0.0,0.0,0.0,1,cessna_152
20001214X41990,Accident,FTW83FA102,1983-01-29,"HEMPSTEAD, TX",United States,,,35R,HEMPSTEAD,Fatal(1),destroyed,N2465W,schweizer,sgs 1-26b,No,,unknown,instructional,1.0,0.0,0.0,0.0,vmc,approach,Probable Cause,,1983,1.0,1.0,0.0,1.0,1,schweizer_sgs 1-26b
20001214X41922,Accident,ATL83FA091,1983-01-29,"PRATTVILLE, AL",United States,,,1A9,AUTAUGA CONTY,Fatal(4),destroyed,N8146E,mooney,m-20a,No,1.0,reciprocating,personal,4.0,0.0,0.0,0.0,vmc,maneuvering,Probable Cause,,1983,4.0,1.0,0.0,1.0,1,mooney_m-20a
20001214X42078,Accident,NYC83LA018,1983-01-29,"DANSVILLE, CT",United States,,,DSV,DANSVILLE,Non-Fatal,substantial,N7523D,piper,pa-22-150,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,landing,Probable Cause,,1983,1.0,0.0,0.0,0.0,0,piper_pa-22-150
20001214X42059,Accident,MKC83FA059,1983-01-29,"KANSAS CITY, KS",United States,,,MKC,KANSAS CITY DOWNTOWN,Non-Fatal,substantial,N57222,rockwell,500-s,No,2.0,reciprocating,ferry,0.0,0.0,0.0,1.0,vmc,approach,Probable Cause,,1983,1.0,0.0,0.0,0.0,0,rockwell_500-s
20001214X42057,Accident,MIA83LA069,1983-01-29,"RIVERVIEW, FL",United States,,,,,Non-Fatal,substantial,N74822,bell,47g2,No,1.0,reciprocating,personal,0.0,0.0,1.0,1.0,vmc,maneuvering,Probable Cause,,1983,2.0,0.0,0.0,0.0,0,bell_47g2
20001214X42056,Accident,MIA83LA068,1983-01-29,"PALMETTO, FL",United States,,,,MANATEE,Non-Fatal,substantial,N8923J,piper,pa-28-180,No,1.0,reciprocating,personal,0.0,0.0,0.0,3.0,vmc,landing,Probable Cause,,1983,3.0,0.0,0.0,0.0,0,piper_pa-28-180
20001214X41989,Accident,FTW83FA101,1983-01-29,"ROANOKE, TX",United States,,,,,Non-Fatal,substantial,N5604Q,mooney,m20e,No,1.0,reciprocating,personal,0.0,0.0,0.0,3.0,vmc,landing,Probable Cause,,1983,3.0,0.0,0.0,0.0,0,mooney_m20e
20001214X41965,Accident,CHI83LA096,1983-01-29,"BAINBRIDGE, OH",United States,,,917,VALLEY VISTA,Non-Fatal,substantial,N1598U,cessna,172m,No,1.0,reciprocating,personal,0.0,0.0,2.0,2.0,vmc,takeoff,Probable Cause,,1983,4.0,0.0,0.0,0.0,0,cessna_172m
20001214X41964,Accident,CHI83LA095,1983-01-29,"RICHVIEW, IL",United States,,,,,Non-Fatal,substantial,N2377V,cessna,140,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,cruise,Probable Cause,,1983,2.0,0.0,0.0,0.0,0,cessna_140
20001214X42075,Accident,NYC83FA061,1983-01-30,"ALTON, ME",United States,,,,PRIVATE STRIP,Fatal(1),destroyed,N95176,taylorcraft,bc12-d,No,1.0,reciprocating,personal,1.0,1.0,0.0,0.0,vmc,takeoff,Probable Cause,,1983,2.0,0.5,0.5,1.0,1,taylorcraft_bc12-d
20001214X42050,Accident,MIA83FA066,1983-01-30,"ARCHER, FL",United States,,,0J8,FLYING TEN,Non-Fatal,destroyed,N1LG,bellanca,17-31a,No,1.0,reciprocating,personal,0.0,4.0,0.0,0.0,vmc,takeoff,Probable Cause,,1983,4.0,0.0,1.0,1.0,1,bellanca_17-31a
20001214X42100,Accident,SEA83LA048,1983-01-30,"MESA, WA",United States,,,5WA1,DORMAN FIELD,Non-Fatal,substantial,N66762,cessna,150m,No,1.0,reciprocating,instructional,0.0,0.0,0.0,2.0,vmc,landing,Probable Cause,,1983,2.0,0.0,0.0,0.0,0,cessna_150m
20001214X42099,Accident,SEA83LA047,1983-01-30,"PAYETTE, ID",United States,,,S75,PAYETTE,Non-Fatal,substantial,N1415Y,cessna,172,No,1.0,reciprocating,instructional,0.0,0.0,0.0,1.0,vmc,landing,Probable Cause,,1983,1.0,0.0,0.0,0.0,0,cessna_172
20001214X42085,Accident,NYC83LA058,1983-01-30,"BRIDGEPORT, CT",United States,,,BDR,BRIDGEPORT,Non-Fatal,substantial,N62264,cessna,172p,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,takeoff,Probable Cause,,1983,1.0,0.0,0.0,0.0,0,cessna_172p
20001214X42070,Accident,MKC83LA062,1983-01-30,"SEDAN, KS",United States,,,61K,SEDAN CITY,Non-Fatal,substantial,N47526,cessna,152,No,1.0,reciprocating,instructional,0.0,0.0,0.0,1.0,vmc,landing,Probable Cause,,1983,1.0,0.0,0.0,0.0,0,cessna_152
20001214X42039,Accident,LAX83LA086,1983-01-30,"LAKE WOHLFORD, CA",United States,,,L68,LAKE WOHLFORD,Non-Fatal,substantial,N517OK,cessna,172n,No,1.0,reciprocating,personal,0.0,0.0,0.0,4.0,vmc,takeoff,Probable Cause,,1983,4.0,0.0,0.0,0.0,0,cessna_172n
20001214X41982,Accident,DEN83LA055,1983-01-30,"ENGLEWOOD, CO",United States,,,APA,ARAPAHOE,Non-Fatal,substantial,N24924,cessna,152,No,1.0,reciprocating,instructional,0.0,0.0,0.0,1.0,vmc,landing,Probable Cause,,1983,1.0,0.0,0.0,0.0,0,cessna_152
20001214X41923,Accident,ATL83FA093,1983-01-30,"JOHNS ISLAND, SC",United States,,,JZI,CHARLESTON EXECUTIVE,Non-Fatal,substantial,N4548R,piper,pa-28-140,No,1.0,reciprocating,personal,0.0,0.0,1.0,0.0,vmc,takeoff,Probable Cause,,1983,1.0,0.0,0.0,0.0,0,piper_pa-28-140
20001214X41915,Accident,ANC83LA039,1983-01-30,"ANCHORAGE, AK",United States,,,MRI,MERRILL FIELD,Non-Fatal,substantial,N2904M,piper,pa-12,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,landing,Probable Cause,,1983,1.0,0.0,0.0,0.0,0,piper_pa-12
20001214X41933,Accident,ATL83LA092,1983-01-30,"BRODNAX, VA",United States,,,,,Non-Fatal,substantial,N2711J,beech,65-80,No,2.0,reciprocating,unknown,0.0,0.0,2.0,0.0,vmc,landing,Probable Cause,,1983,2.0,0.0,0.0,0.0,0,beech_65-80
20001214X42060,Accident,MKC83FA060,1983-01-31,"SALEM, MO",United States,,,K33,SALEM MEMORIAL,Fatal(1),destroyed,N99SJ,piper,pa-28r-201t,No,1.0,reciprocating,personal,1.0,0.0,0.0,0.0,vmc,climb,Probable Cause,,1983,1.0,1.0,0.0,1.0,1,piper_pa-28r-201t
